sat1,sat2,distance_km,rel_velocity,approach_rate,collision
IRIDIUM 33 DEB,COSMOS 2251 DEB,12411.379,12.984,-0.431,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11665.833,13.648,-3.661,0
IRIDIUM 33,COSMOS 2251 DEB,9327.638,10.988,-10.662,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6598.866,4.245,4.157,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12498.351,8.292,-0.102,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7281.983,12.869,10.993,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13243.872,13.105,-2.192,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13868.308,3.885,-2.623,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2982.541,11.863,-7.519,0
IRIDIUM 33 DEB,COSMOS 2251,9308.684,10.418,10.395,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10682.309,8.618,-5.282,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13797.835,12.481,-0.146,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12899.01,5.561,5.36,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6.116939301409159,7.579028270449398,-14.87191750941971,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,12292.465,12.145,2.465,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13703.305,2.025,1.398,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13758.269,2.888,2.067,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3637.906,14.558,11.903,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10440.844,13.017,5.604,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,31.480065827854702,10.953850173200438,-19.398362128812764,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,4.526764641774038,10.765164755142536,-9.89851350012624,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,3509.374,2.062,1.867,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13675.83,8.915,2.807,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11109.069,10.265,0.422,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12732.112,12.124,-0.243,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10627.572,10.352,-0.292,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,34.74881228578832,10.956387406078443,-13.229194635054867,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,10004.262,10.914,10.217,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8300.866,11.644,11.585,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13459.462,11.307,-1.536,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13008.813,13.32,-0.337,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11598.916,12.362,-4.099,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,34.70141803607206,6.1203890216805235,-8.302319072732846,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13187.301,12.435,-0.431,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13174.651,7.967,2.73,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9165.829,9.393,0.299,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12309.359,12.0,5.314,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,18.329436749857514,11.11454235434648,-9.658025462941014,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13197.494,12.632,3.255,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10719.592,10.037,9.626,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13023.358,11.704,-3.56,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11421.297,10.444,0.691,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11473.191,3.671,0.335,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6922.304,7.186,-0.444,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10448.053,10.928,0.054,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9774.665,10.531,-9.92,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14118.664,14.799,-0.247,0
IRIDIUM 33,COSMOS 2251 DEB,5428.154,13.372,-4.762,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,39.586098068330415,9.874311982495136,-12.391477869674112,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13591.353,12.544,-0.751,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13893.378,13.372,0.339,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,27.197440974824712,12.482596903836583,-18.05727618075794,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,15.013933199054195,7.9446575954191765,-19.409846889972357,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,8449.859,14.532,-0.521,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,36.43480610407685,7.886305532402558,-5.397665462339047,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,3285.838,14.776,11.421,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7002.276,7.185,-1.498,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6013.754,12.353,-0.618,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11374.524,12.495,0.251,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,22.69805333792683,9.361265291353167,-5.950914615575577,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,10658.147,10.478,6.071,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7191.373,9.652,-4.303,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5.604631507378664,7.078862551460273,-17.494371381485752,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,3304.524,2.965,1.856,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8302.004,14.853,-2.316,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6189.892,14.372,-9.371,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10689.944,14.862,1.279,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4872.936,5.257,2.973,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11833.167,9.773,-7.212,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7656.972,4.323,-1.682,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4854.691,5.685,1.271,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11860.487,13.429,3.741,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11830.09,12.534,0.44,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4915.529,6.191,6.152,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10399.732,10.232,-2.885,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12238.361,13.387,-0.712,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2021.125,2.301,-0.753,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10339.018,11.208,1.611,0
IRIDIUM 33 DEB,COSMOS 2251,10276.753,5.623,-1.069,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3178.946,3.809,-0.492,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,26.71770362862232,12.694929331919369,-15.485546495797756,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,11983.47,9.861,-0.995,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8907.285,12.387,10.099,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12420.291,11.526,-5.192,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2860.257,14.991,-7.185,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13676.824,0.609,-0.232,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8192.32,9.643,9.577,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,33.1797701475277,8.334991716911443,-6.923246501116974,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,9621.299,4.748,-4.697,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5648.903,14.749,-0.654,0
IRIDIUM 33,COSMOS 2251 DEB,12050.726,13.009,-0.137,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3149.954,4.543,-2.017,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4762.594,6.822,6.591,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2985.396,2.867,1.255,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11796.011,8.461,-8.048,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12756.224,11.917,4.402,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,45.17636888063855,5.265322038738197,-17.485711755675236,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,12008.315,12.968,3.548,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5538.2,11.86,2.523,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5867.216,5.352,-0.569,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4326.6,5.979,-2.012,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8347.815,13.384,2.867,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4589.327,6.688,0.558,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1699.927,2.636,-1.403,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14243.025,9.931,0.031,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13472.316,14.18,-0.506,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13134.712,9.315,-4.183,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8907.47,9.304,-0.135,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13018.359,6.417,5.81,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11052.332,11.23,0.664,0
IRIDIUM 33 DEB,COSMOS 2251,9602.705,4.379,-2.977,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13643.174,4.951,-3.777,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12033.474,11.291,-4.525,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11229.77,9.062,9.054,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5526.295,12.525,12.379,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7843.349,10.211,-0.425,0
IRIDIUM 33 DEB,COSMOS 2251,14024.909,13.575,-0.68,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5412.644,6.091,-4.859,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10412.956,11.158,0.784,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3740.939,14.242,-6.572,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9852.222,9.977,-0.826,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6780.554,13.027,9.037,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3707.988,14.673,-10.49,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5960.096,5.942,-1.096,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14025.528,14.539,0.019,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7.43415875420794,7.484891398144658,-15.344570616146394,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,10318.032,6.813,-6.749,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14203.702,13.995,0.341,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9365.563,11.133,-0.292,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2869.036,14.421,7.525,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13289.254,9.197,4.553,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12752.815,11.641,4.177,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3764.791,14.071,9.614,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11668.674,12.923,-1.798,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12363.613,8.409,6.259,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13079.649,10.733,-3.951,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8249.136,8.358,-6.472,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3416.9,13.516,-7.919,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7397.031,7.767,7.652,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13493.964,14.53,1.07,0
IRIDIUM 33,COSMOS 2251 DEB,11644.201,12.905,-0.269,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10813.902,8.462,6.89,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12277.853,8.483,7.241,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3349.442,10.812,9.827,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9963.289,13.109,5.42,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13799.963,11.116,2.068,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13693.911,4.593,2.169,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10169.014,9.021,-3.168,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7255.367,12.938,11.065,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13246.004,14.078,-1.482,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13784.951,2.747,-1.244,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7205.503,12.846,12.202,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9582.677,10.435,-0.663,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12121.161,4.391,2.207,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13929.361,14.273,-0.204,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10757.08,9.048,3.446,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3256.233,14.326,-13.399,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8826.88,6.977,0.847,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4339.207,4.735,-1.01,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,26.157317792004967,12.439462925726769,-13.171697763772983,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,11102.76,7.133,6.514,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13530.47,12.896,-2.149,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11759.215,10.937,4.229,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6170.76,9.631,-0.025,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8790.264,6.006,5.357,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1239.427,14.741,-11.55,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8674.829,8.154,-1.205,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11471.89,14.007,-3.201,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5341.912,14.865,-4.72,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14189.925,3.717,2.565,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3931.432,5.012,0.149,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11697.472,11.304,0.787,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5.018690500913611,8.79692408167267,-6.975930792301121,1
IRIDIUM 33,COSMOS 2251 DEB,11811.697,12.263,0.143,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7850.513,14.412,5.171,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13237.863,5.207,4.789,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12019.08,14.219,1.938,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13067.664,9.928,3.277,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2307.949,2.331,-0.617,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,49.317431851740345,9.460057729579557,-7.049995256422621,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,11646.869,12.735,5.011,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12716.742,11.627,-1.629,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5142.437,14.921,2.745,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13447.91,14.98,-0.565,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,29.824521158671104,5.563754966509271,-15.213492901351167,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,7541.417,4.575,-0.505,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4135.272,6.42,-6.045,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13996.605,3.007,2.1,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12321.706,12.4,-0.607,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,37.429221523638454,7.4534910968132095,-18.40110454538014,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,43.93486466958912,6.041085819845739,-16.127998509483085,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,5150.186,5.834,2.835,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11900.839,11.171,6.38,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13315.395,14.581,-0.025,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6986.182,12.392,-12.071,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11411.724,9.378,1.768,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13983.012,14.719,0.267,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9721.887,11.005,1.308,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9988.455,9.956,0.218,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11830.499,10.122,1.228,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11915.797,12.807,0.706,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10369.716,11.103,-8.843,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3359.313,7.396,2.681,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11758.407,12.552,-3.323,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11714.775,14.766,-2.139,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2527.933,1.238,0.219,0
IRIDIUM 33,COSMOS 2251 DEB,13699.235,2.295,-0.698,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6564.118,14.393,-8.103,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11550.334,10.898,6.914,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9684.292,10.6,-0.351,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,31.838522135026764,7.424097324150802,-10.686267233487843,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,14276.043,11.273,-0.018,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,36.58585481802887,14.495206236576422,-13.583402993962064,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,6774.419,13.986,0.185,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6026.563,6.225,-0.384,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12704.524,14.325,1.621,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6541.524,13.941,-8.688,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3503.751,12.989,8.713,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8135.662,3.573,3.256,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10561.291,14.464,-3.753,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11639.098,4.522,-4.43,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11986.251,14.246,-2.428,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10128.153,12.246,0.228,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12655.218,5.24,3.875,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1.7548617990651467,6.246626812032669,-11.786114357693956,1
IRIDIUM 33 DEB,COSMOS 2251,7684.821,12.788,-10.593,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4448.105,14.224,-13.541,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8062.368,11.951,0.465,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13903.634,14.294,0.649,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8726.337,8.805,0.368,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10488.216,5.589,0.303,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12070.435,13.594,0.244,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5170.173,12.256,-8.747,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13306.029,15.106,0.004,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13102.652,11.339,3.379,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11063.893,7.169,-2.657,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6336.301,6.124,0.583,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5600.14,9.679,1.159,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5029.625,7.522,2.376,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13637.742,12.447,1.152,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13306.606,10.405,-2.37,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5542.781,14.104,-9.15,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3597.105,13.697,-10.703,0
IRIDIUM 33 DEB,COSMOS 2251,12933.938,6.906,-6.15,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4.699466847217,7.74055220687206,-5.451319308390943,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,28.283221279690064,8.456672833238631,-12.30967233475237,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,9801.079,10.411,-0.405,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13099.3,12.439,1.115,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13747.904,5.475,1.375,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10221.189,9.942,-1.292,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12191.843,4.397,-3.172,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3809.431,6.89,-3.688,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9059.815,14.141,-5.84,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10637.012,12.476,0.299,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11113.157,6.719,6.356,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11366.121,7.422,-3.642,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3020.458,8.247,-4.251,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6413.045,13.251,-5.959,0
IRIDIUM 33 DEB,COSMOS 2251,9044.195,10.269,-7.953,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13349.284,12.413,-2.741,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2403.736,2.048,-0.413,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10353.774,10.054,-9.109,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12880.205,6.91,-6.139,0
IRIDIUM 33 DEB,COSMOS 2251,10956.54,13.494,0.036,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10066.51,14.223,-1.057,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11241.009,8.079,-7.994,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11637.899,7.999,7.837,0
IRIDIUM 33,COSMOS 2251 DEB,12633.486,12.231,-0.043,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7005.574,13.061,-11.964,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8248.036,5.128,5.089,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8208.28,14.539,-2.43,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,44.906957867652565,10.812382214226123,-5.466832170714628,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13584.857,4.388,3.849,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,33.77070959659099,7.8377590579872445,-17.620923420603894,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,7202.988,8.511,1.453,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11440.027,8.168,-0.066,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11580.067,7.695,-7.658,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7986.586,6.3,-4.82,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6233.821,12.087,2.318,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3062.695,4.233,0.17,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11913.773,14.363,-2.865,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,36.88601666829235,12.999160853731894,-10.148950031880617,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,2565.03,2.813,0.76,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9383.532,9.163,8.475,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13729.049,12.526,-0.592,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5228.866,11.402,-8.144,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1474.547,8.469,-3.874,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8038.968,11.815,10.512,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11665.765,9.908,7.813,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10462.905,11.078,1.451,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13795.304,14.227,0.124,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3852.624,3.56,0.213,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10783.659,9.313,-8.52,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10087.766,11.09,-0.246,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12459.15,13.225,0.868,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10451.547,10.422,-9.518,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3453.667,12.659,-9.606,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7291.438,14.018,3.583,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4744.433,14.238,13.151,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,25.84860638581441,5.8023374566164225,-10.522797094749974,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,4485.632,12.169,-11.886,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4334.404,3.471,2.942,0
IRIDIUM 33 DEB,COSMOS 2251,4578.951,13.113,-3.394,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13813.947,14.516,0.015,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4346.485,10.782,-3.658,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7097.129,8.432,0.177,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2189.371,2.902,0.35,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13593.282,9.784,-1.658,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11086.158,13.486,0.173,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8206.908,14.351,-6.216,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9010.447,10.398,-1.739,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6601.52,14.454,-7.848,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12038.452,9.775,5.338,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,21.88127842278473,14.872761293149445,-6.267675536179372,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13813.198,6.364,-2.939,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13470.429,12.044,-3.07,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5753.302,6.264,-0.457,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10654.403,10.498,8.941,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11098.403,8.691,1.642,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11298.259,11.762,-3.44,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2182.884,3.25,-0.883,0
